x,y,id,tick
-9.05182933807373,0.3136994242668152,4.0,0.0
-9.05055046081543,-0.0024161445908248425,4.0,1.0
-8.848299026489258,0.09251675009727478,4.0,2.0
-9.044200897216797,-0.2717980444431305,4.0,3.0
-8.878674507141113,0.004250108730047941,4.0,4.0
-9.025732040405273,0.18039801716804504,4.0,5.0
-9.125585556030273,0.10405012220144272,4.0,6.0
-9.086711883544922,0.036426905542612076,4.0,7.0
-9.052688598632812,0.05830974131822586,4.0,8.0
-9.022966384887695,0.08227650821208954,4.0,9.0
-9.062479019165039,0.10288120061159134,4.0,10.0
-9.072081565856934,0.10570509731769562,4.0,11.0
-9.125893592834473,0.17917291820049286,4.0,12.0
-9.163064002990723,0.2508507966995239,4.0,13.0
-9.127541542053223,0.2758587598800659,4.0,14.0
-9.125329971313477,0.3205079734325409,4.0,15.0
-9.18067455291748,0.3902417719364166,4.0,16.0
-9.141256332397461,0.40689635276794434,4.0,17.0
-9.119157791137695,0.5757574439048767,4.0,18.0
-9.127813339233398,0.6968322396278381,4.0,19.0
-9.117116928100586,0.832393229007721,4.0,20.0
-9.152952194213867,0.9564887881278992,4.0,21.0
-9.126029014587402,1.14212965965271,4.0,22.0
-9.104089736938477,1.2947133779525757,4.0,23.0
-9.11158275604248,1.522665023803711,4.0,24.0
-9.162520408630371,1.8326516151428223,4.0,25.0
-9.185728073120117,2.133227825164795,4.0,26.0
-9.171688079833984,2.336475372314453,4.0,27.0
-9.195698738098145,2.6556382179260254,4.0,28.0
-9.237442970275879,2.9607484340667725,4.0,29.0
-9.24007797241211,3.2902042865753174,4.0,30.0
-9.206905364990234,3.4799342155456543,4.0,31.0
-9.192582130432129,3.7717397212982178,4.0,32.0
-9.18099308013916,4.166141986846924,4.0,33.0
-9.185063362121582,4.557080268859863,4.0,34.0
-9.225826263427734,4.9553751945495605,4.0,35.0
-9.18100643157959,5.387348175048828,4.0,36.0
-9.224272727966309,5.823174476623535,4.0,37.0
-9.177324295043945,6.257880687713623,4.0,38.0
-9.203717231750488,6.7386674880981445,4.0,39.0
-9.165142059326172,7.1584367752075195,4.0,40.0
-9.148933410644531,7.5783843994140625,4.0,41.0
-9.18008804321289,8.078556060791016,4.0,42.0
-9.166181564331055,8.6205472946167,4.0,43.0
-9.179567337036133,9.095788955688477,4.0,44.0
-9.235980987548828,9.653735160827637,4.0,45.0
-9.193066596984863,10.190704345703125,4.0,46.0
-9.244251251220703,10.798572540283203,4.0,47.0
-9.282896995544434,11.417186737060547,4.0,48.0
-9.282111167907715,12.023195266723633,4.0,49.0
-9.318582534790039,12.585589408874512,4.0,50.0
-9.301313400268555,13.115049362182617,4.0,51.0
-9.302001953125,13.606269836425781,4.0,52.0
-9.339255332946777,14.085490226745605,4.0,53.0
-9.352426528930664,14.576300621032715,4.0,54.0
