x,y,id,tick
-5.626947402954102,8.640471458435059,1.0,0.0
-5.361051082611084,9.04211139678955,1.0,1.0
-5.5678935050964355,9.246471405029297,1.0,2.0
-5.686459541320801,9.08752727508545,1.0,3.0
-5.579741954803467,8.971870422363281,1.0,4.0
-5.51295280456543,9.040532112121582,1.0,5.0
-5.464040279388428,9.091178894042969,1.0,6.0
-5.5678534507751465,9.129547119140625,1.0,7.0
-5.58221960067749,9.093460083007812,1.0,8.0
-5.6488752365112305,9.145195007324219,1.0,9.0
-5.685588836669922,9.166204452514648,1.0,10.0
-5.645217418670654,9.141514778137207,1.0,11.0
-5.639960289001465,9.149889945983887,1.0,12.0
-5.69278621673584,9.185908317565918,1.0,13.0
-5.6511077880859375,9.164716720581055,1.0,14.0
-5.627411365509033,9.29393482208252,1.0,15.0
-5.634470462799072,9.370734214782715,1.0,16.0
-5.622438430786133,9.45767593383789,1.0,17.0
-5.65740442276001,9.530196189880371,1.0,18.0
-5.6293110847473145,9.659027099609375,1.0,19.0
-5.606661319732666,9.760147094726562,1.0,20.0
-5.6132049560546875,9.92967414855957,1.0,21.0
-5.662993431091309,10.181565284729004,1.0,22.0
-5.6853413581848145,10.433819770812988,1.0,23.0
-5.671020030975342,10.584650039672852,1.0,24.0
-5.695032119750977,10.856634140014648,1.0,25.0
-5.736704349517822,11.131388664245605,1.0,26.0
-5.739276885986328,11.440261840820312,1.0,27.0
-5.70544958114624,11.62882137298584,1.0,28.0
-5.691328525543213,11.888681411743164,1.0,29.0
-5.678849220275879,12.222973823547363,1.0,30.0
-5.68311071395874,12.530566215515137,1.0,31.0
-5.722930431365967,12.853739738464355,1.0,32.0
-5.677820205688477,13.205042839050293,1.0,33.0
-5.719963550567627,13.560172080993652,1.0,34.0
-5.672959804534912,13.913019180297852,1.0,35.0
-5.698293685913086,14.321319580078125,1.0,36.0
-5.659592151641846,14.688824653625488,1.0,37.0
-5.6422929763793945,15.064969062805176,1.0,38.0
-5.673386573791504,15.522343635559082,1.0,39.0
-5.65912389755249,15.992950439453125,1.0,40.0
-5.672528266906738,16.37630844116211,1.0,41.0
-5.7283830642700195,16.844839096069336,1.0,42.0
-5.685093879699707,17.277650833129883,1.0,43.0
-5.735332489013672,17.781795501708984,1.0,44.0
-5.773919105529785,18.28506088256836,1.0,45.0
-5.772075653076172,18.769180297851562,1.0,46.0
-5.80850887298584,19.202564239501953,1.0,47.0
-5.790293216705322,19.609113693237305,1.0,48.0
-5.790937900543213,19.991491317749023,1.0,49.0
-5.827203273773193,20.375703811645508,1.0,50.0
-5.840175628662109,20.799591064453125,1.0,51.0
-5.783798694610596,21.24990463256836,1.0,52.0
-5.785455226898193,21.620281219482422,1.0,53.0
-5.7223615646362305,22.11880874633789,1.0,54.0
-5.726889133453369,22.58411979675293,1.0,55.0
-5.723524570465088,23.007421493530273,1.0,56.0
-5.658925533294678,23.400657653808594,1.0,57.0
-5.671878814697266,23.83936309814453,1.0,58.0
-5.65594482421875,24.19957160949707,1.0,59.0
-5.652906894683838,24.531436920166016,1.0,60.0
-5.650590419769287,24.93191909790039,1.0,61.0
-5.641199111938477,25.299983978271484,1.0,62.0
-5.59515905380249,25.71514320373535,1.0,63.0
-5.649903774261475,26.119449615478516,1.0,64.0
-5.702525615692139,26.520023345947266,1.0,65.0
-5.696929931640625,26.975797653198242,1.0,66.0
-5.684273719787598,27.438955307006836,1.0,67.0
-5.706164360046387,27.787736892700195,1.0,68.0
-5.780399799346924,28.195255279541016,1.0,69.0
-5.7961812019348145,28.707563400268555,1.0,70.0
-5.800657272338867,29.23988914489746,1.0,71.0
-5.780431747436523,29.761688232421875,1.0,72.0
-5.838049411773682,30.240253448486328,1.0,73.0
-5.7095417976379395,30.779136657714844,1.0,74.0
-5.690087795257568,31.32080078125,1.0,75.0
-5.6401686668396,31.877471923828125,1.0,76.0
-5.5545220375061035,32.42795181274414,1.0,77.0
-5.435632228851318,32.90641784667969,1.0,78.0
-5.33558988571167,33.47340393066406,1.0,79.0
-5.1312127113342285,33.981082916259766,1.0,80.0
-4.942918300628662,34.48076248168945,1.0,81.0
-4.705206871032715,35.00417709350586,1.0,82.0
-4.424266815185547,35.452388763427734,1.0,83.0
-4.1098761558532715,35.97953414916992,1.0,84.0
-3.821120262145996,36.42670440673828,1.0,85.0
-3.5066721439361572,36.79985046386719,1.0,86.0
-3.141258955001831,37.26834487915039,1.0,87.0
-2.7226462364196777,37.69389724731445,1.0,88.0
-2.283637523651123,38.06063461303711,1.0,89.0
-1.9079645872116089,38.48540496826172,1.0,90.0
-1.499725341796875,38.76447677612305,1.0,91.0
-1.067433476448059,39.04120635986328,1.0,92.0
-0.5427598357200623,39.360206604003906,1.0,93.0
-0.09614753723144531,39.64051055908203,1.0,94.0
0.3425748348236084,39.862586975097656,1.0,95.0
0.7726905345916748,40.13083267211914,1.0,96.0
1.204463005065918,40.37397384643555,1.0,97.0
1.694534420967102,40.5795783996582,1.0,98.0
2.1377737522125244,40.799800872802734,1.0,99.0
