x,y,id,tick
-38.74836730957031,45.4632568359375,0.0,0.0
-38.975677490234375,45.62055206298828,0.0,1.0
-39.09639358520508,45.43319320678711,0.0,2.0
-38.97317886352539,45.310115814208984,0.0,3.0
-38.89935302734375,45.394588470458984,0.0,4.0
-38.84730529785156,45.451438903808594,0.0,5.0
-38.98741912841797,45.49140548706055,0.0,6.0
-38.99800491333008,45.43531799316406,0.0,7.0
-39.077999114990234,45.49543380737305,0.0,8.0
-39.11048126220703,45.51994323730469,0.0,9.0
-39.060325622558594,45.47458267211914,0.0,10.0
-39.0283317565918,45.4389762878418,0.0,11.0
-39.045166015625,45.423004150390625,0.0,12.0
-38.953304290771484,45.336273193359375,0.0,13.0
-38.863121032714844,45.389835357666016,0.0,14.0
-38.800048828125,45.382667541503906,0.0,15.0
-38.697513580322266,45.370052337646484,0.0,16.0
-38.631629943847656,45.3290901184082,0.0,17.0
-38.495296478271484,45.332618713378906,0.0,18.0
-38.347259521484375,45.285701751708984,0.0,19.0
-38.20809555053711,45.28657150268555,0.0,20.0
-38.09280014038086,45.35404586791992,0.0,21.0
-37.935665130615234,45.40293884277344,0.0,22.0
-37.72258377075195,45.335411071777344,0.0,23.0
-37.527191162109375,45.36809539794922,0.0,24.0
-37.337974548339844,45.38187026977539,0.0,25.0
-37.08739471435547,45.417110443115234,0.0,26.0
-36.78437805175781,45.311805725097656,0.0,27.0
-36.486202239990234,45.2806510925293,0.0,28.0
-36.18716812133789,45.323577880859375,0.0,29.0
-35.90446853637695,45.34261703491211,0.0,30.0
-35.6612663269043,45.34812545776367,0.0,31.0
-35.299110412597656,45.36021423339844,0.0,32.0
-34.99870681762695,45.359100341796875,0.0,33.0
-34.5867805480957,45.33232498168945,0.0,34.0
-34.227718353271484,45.345130920410156,0.0,35.0
-33.77742004394531,45.29460144042969,0.0,36.0
-33.33987045288086,45.2391242980957,0.0,37.0
-32.9286994934082,45.242347717285156,0.0,38.0
-32.446834564208984,45.262916564941406,0.0,39.0
-31.99672508239746,45.196475982666016,0.0,40.0
-31.587261199951172,45.1959342956543,0.0,41.0
-31.059154510498047,45.1615104675293,0.0,42.0
-30.601802825927734,45.19373321533203,0.0,43.0
-30.108484268188477,45.232295989990234,0.0,44.0
-29.55923080444336,45.25775146484375,0.0,45.0
-29.030675888061523,45.24980545043945,0.0,46.0
-28.432931900024414,45.219635009765625,0.0,47.0
-27.84341812133789,45.168209075927734,0.0,48.0
-27.27214813232422,45.11720657348633,0.0,49.0
-26.65896987915039,45.09805679321289,0.0,50.0
-25.965476989746094,45.10268783569336,0.0,51.0
-25.31630516052246,45.022342681884766,0.0,52.0
-24.588891983032227,45.07148361206055,0.0,53.0
-23.92486572265625,45.08797073364258,0.0,54.0
-23.251859664916992,45.070762634277344,0.0,55.0
-22.507980346679688,45.039466857910156,0.0,56.0
-21.83194923400879,45.064640045166016,0.0,57.0
-21.11241340637207,45.022064208984375,0.0,58.0
-20.39122772216797,44.96726989746094,0.0,59.0
-19.655057907104492,44.98527526855469,0.0,60.0
-18.90016746520996,44.97236633300781,0.0,61.0
-18.097293853759766,45.0018310546875,0.0,62.0
-17.379030227661133,45.015499114990234,0.0,63.0
-16.653209686279297,45.01185989379883,0.0,64.0
-15.858363151550293,45.04851531982422,0.0,65.0
-15.047611236572266,45.091365814208984,0.0,66.0
-14.257414817810059,45.01753234863281,0.0,67.0
-13.507824897766113,44.97555160522461,0.0,68.0
-12.688363075256348,45.01696014404297,0.0,69.0
-11.849333763122559,45.058921813964844,0.0,70.0
-10.985121726989746,45.06620407104492,0.0,71.0
-10.186800003051758,44.995296478271484,0.0,72.0
-9.21537971496582,44.941139221191406,0.0,73.0
-8.369673728942871,44.83318328857422,0.0,74.0
-7.518796443939209,44.6889762878418,0.0,75.0
-6.669058799743652,44.47407531738281,0.0,76.0
-5.840198516845703,44.138427734375,0.0,77.0
-5.089953899383545,43.848350524902344,0.0,78.0
-4.278932571411133,43.4708251953125,0.0,79.0
-3.535834789276123,43.05365753173828,0.0,80.0
-2.7851390838623047,42.6360969543457,0.0,81.0
-2.04590106010437,42.12071228027344,0.0,82.0
-1.3226749897003174,41.666412353515625,0.0,83.0
-0.6848133206367493,41.12134552001953,0.0,84.0
-0.07429199665784836,40.495361328125,0.0,85.0
